ID,X,Y,income,size,Gitter_ID_100m,Cluster Nr.
0_0,1401.1242668695795,899.7337754569111,4803.44,2,100mN800E1400,2
0_1,1401.1242668695795,899.7337754569111,4532.43,2,100mN800E1400,2
0_4,1401.1242668695795,899.7337754569111,4231.26,2,100mN800E1400,2
0_5,1401.1242668695795,899.7337754569111,4371.8,2,100mN800E1400,2
0_6,1401.1242668695795,899.7337754569111,4562.49,2,100mN800E1400,2
0_7,1401.1242668695795,899.7337754569111,4475.67,2,100mN800E1400,2
0_8,1401.1242668695795,899.7337754569111,4374.35,2,100mN800E1400,2
0_9,1401.1242668695795,899.7337754569111,4281.01,2,100mN800E1400,2
0_11,1401.1242668695795,899.7337754569111,4260.83,2,100mN800E1400,2
0_12,1401.1242668695795,899.7337754569111,4396.03,2,100mN800E1400,2
0_13,1401.1242668695795,899.7337754569111,3563.62,1,100mN800E1400,2
0_14,1401.1242668695795,899.7337754569111,4646.94,2,100mN800E1400,2
0_15,1401.1242668695795,899.7337754569111,4429.64,2,100mN800E1400,2
0_16,1401.1242668695795,899.7337754569111,4101.75,2,100mN800E1400,2
0_17,1401.1242668695795,899.7337754569111,4240.1,2,100mN800E1400,2
0_18,1401.1242668695795,899.7337754569111,4724.14,2,100mN800E1400,2
0_19,1401.1242668695795,899.7337754569111,4123.15,2,100mN800E1400,2
0_20,1401.1242668695795,899.7337754569111,4156.33,2,100mN800E1400,2
0_21,1401.1242668695795,899.7337754569111,4636.21,2,100mN800E1400,2
0_22,1401.1242668695795,899.7337754569111,3688.71,2,100mN800E1400,2
0_23,1401.1242668695795,899.7337754569111,4826.79,2,100mN800E1400,2
0_24,1401.1242668695795,899.7337754569111,5055.91,2,100mN800E1400,2
0_25,1401.1242668695795,899.7337754569111,3747.26,1,100mN800E1400,2
0_26,1401.1242668695795,899.7337754569111,3903.02,2,100mN800E1400,2
1_0,715.7738626475884,-556.9355901831275,3205.59,1,100mN-600E700,0
1_1,715.7738626475884,-556.9355901831275,3159.83,1,100mN-600E700,0
2_0,890.0854723105834,582.1972641028243,4154.16,2,100mN500E800,2
3_0,1164.8079194926609,1000.5549372163248,4985.1,2,100mN1000E1100,2
5_0,1280.311113900203,1052.9988606776906,8975.21,1,100mN1000E1200,1
6_0,1297.5196845767937,1334.932222815873,8899.47,4,100mN1300E1200,1
8_2,1210.4961998037506,815.72365174191,9465.68,4,100mN800E1200,1
9_0,579.0014829726117,-340.5956802517717,2926.67,1,100mN-400E500,0
9_1,579.0014829726117,-340.5956802517717,2822.94,2,100mN-400E500,0
9_2,579.0014829726117,-340.5956802517717,3557.74,2,100mN-400E500,0
9_3,579.0014829726117,-340.5956802517717,3087.16,2,100mN-400E500,0
9_4,579.0014829726117,-340.5956802517717,3784.27,2,100mN-400E500,0
9_5,579.0014829726117,-340.5956802517717,2858.86,2,100mN-400E500,0
9_6,579.0014829726117,-340.5956802517717,2598.42,1,100mN-400E500,0
9_7,579.0014829726117,-340.5956802517717,2875.09,2,100mN-400E500,0
9_8,579.0014829726117,-340.5956802517717,3333.29,1,100mN-400E500,0
9_9,579.0014829726117,-340.5956802517717,2359.93,1,100mN-400E500,0
9_10,579.0014829726117,-340.5956802517717,3011.3,2,100mN-400E500,0
9_11,579.0014829726117,-340.5956802517717,2925.77,2,100mN-400E500,0
9_12,579.0014829726117,-340.5956802517717,3040.56,3,100mN-400E500,0
9_13,579.0014829726117,-340.5956802517717,2690.61,2,100mN-400E500,0
9_14,579.0014829726117,-340.5956802517717,2736.06,1,100mN-400E500,0
9_15,579.0014829726117,-340.5956802517717,2654.24,2,100mN-400E500,0
9_16,579.0014829726117,-340.5956802517717,3126.9,1,100mN-400E500,0
9_17,579.0014829726117,-340.5956802517717,2856.31,1,100mN-400E500,0
9_18,579.0014829726117,-340.5956802517717,3338.55,2,100mN-400E500,0
9_19,579.0014829726117,-340.5956802517717,2735.46,2,100mN-400E500,0
9_20,579.0014829726117,-340.5956802517717,2547.33,1,100mN-400E500,0
9_21,579.0014829726117,-340.5956802517717,2714.5,1,100mN-400E500,0
9_22,579.0014829726117,-340.5956802517717,2715.72,3,100mN-400E500,0
9_23,579.0014829726117,-340.5956802517717,2944.27,3,100mN-400E500,0
9_25,579.0014829726117,-340.5956802517717,3207.67,3,100mN-400E500,0
9_26,579.0014829726117,-340.5956802517717,3190.87,2,100mN-400E500,0
9_27,579.0014829726117,-340.5956802517717,3045.06,2,100mN-400E500,0
9_28,579.0014829726117,-340.5956802517717,3334.61,2,100mN-400E500,0
9_29,579.0014829726117,-340.5956802517717,3658.55,2,100mN-400E500,0
9_30,579.0014829726117,-340.5956802517717,2797.06,2,100mN-400E500,0
9_31,579.0014829726117,-340.5956802517717,3244.12,3,100mN-400E500,0
9_32,579.0014829726117,-340.5956802517717,3058.6,2,100mN-400E500,0
9_33,579.0014829726117,-340.5956802517717,3178.3,2,100mN-400E500,0
9_34,579.0014829726117,-340.5956802517717,3138.93,2,100mN-400E500,0
9_35,579.0014829726117,-340.5956802517717,3055.92,2,100mN-400E500,0
10_0,1311.854079839336,778.6160627444928,3800.96,1,100mN700E1300,2
10_1,1311.854079839336,778.6160627444928,4538.21,2,100mN700E1300,2
10_2,1311.854079839336,778.6160627444928,4746.87,2,100mN700E1300,2
10_3,1311.854079839336,778.6160627444928,4315.21,2,100mN700E1300,2
10_4,1311.854079839336,778.6160627444928,3659.21,2,100mN700E1300,2
11_0,1922.0499420707283,1118.889727130659,2227.94,1,100mN1100E1900,3
11_1,1922.0499420707283,1118.889727130659,1747.03,1,100mN1100E1900,3
11_2,1922.0499420707283,1118.889727130659,2745.45,2,100mN1100E1900,3
11_3,1922.0499420707283,1118.889727130659,2414.25,1,100mN1100E1900,3
11_4,1922.0499420707283,1118.889727130659,2570.26,1,100mN1100E1900,3
11_5,1922.0499420707283,1118.889727130659,2571.43,1,100mN1100E1900,3
11_6,1922.0499420707283,1118.889727130659,2261.92,1,100mN1100E1900,3
11_7,1922.0499420707283,1118.889727130659,2354.23,1,100mN1100E1900,3
11_8,1922.0499420707283,1118.889727130659,2581.76,1,100mN1100E1900,3
11_9,1922.0499420707283,1118.889727130659,2674.54,1,100mN1100E1900,3
11_10,1922.0499420707283,1118.889727130659,2130.45,1,100mN1100E1900,3
11_11,1922.0499420707283,1118.889727130659,2688.79,2,100mN1100E1900,3
11_13,1922.0499420707283,1118.889727130659,2681.29,1,100mN1100E1900,3
11_14,1922.0499420707283,1118.889727130659,2450.81,1,100mN1100E1900,3
11_15,1922.0499420707283,1118.889727130659,2594.24,1,100mN1100E1900,3
11_16,1922.0499420707283,1118.889727130659,2599.33,1,100mN1100E1900,3
11_17,1922.0499420707283,1118.889727130659,2101.5,1,100mN1100E1900,3
11_18,1922.0499420707283,1118.889727130659,2573.2,1,100mN1100E1900,3
11_19,1922.0499420707283,1118.889727130659,2609.33,1,100mN1100E1900,3
11_20,1922.0499420707283,1118.889727130659,2412.01,1,100mN1100E1900,3
11_21,1922.0499420707283,1118.889727130659,2224.51,1,100mN1100E1900,3
11_22,1922.0499420707283,1118.889727130659,2265.4,1,100mN1100E1900,3
11_23,1922.0499420707283,1118.889727130659,2604.7,1,100mN1100E1900,3
11_24,1922.0499420707283,1118.889727130659,2482.22,1,100mN1100E1900,3
11_25,1922.0499420707283,1118.889727130659,2398.02,1,100mN1100E1900,3
11_26,1922.0499420707283,1118.889727130659,2200.04,1,100mN1100E1900,3
11_27,1922.0499420707283,1118.889727130659,2206.56,1,100mN1100E1900,3
11_28,1922.0499420707283,1118.889727130659,3018.04,2,100mN1100E1900,3
11_29,1922.0499420707283,1118.889727130659,2931.17,2,100mN1100E1900,3
11_30,1922.0499420707283,1118.889727130659,1914.17,1,100mN1100E1900,3
11_31,1922.0499420707283,1118.889727130659,2211.0,1,100mN1100E1900,3
11_32,1922.0499420707283,1118.889727130659,2461.82,1,100mN1100E1900,3
11_33,1922.0499420707283,1118.889727130659,2148.89,1,100mN1100E1900,3
11_34,1922.0499420707283,1118.889727130659,2814.47,1,100mN1100E1900,3
12_0,789.449325524283,15.108022448700552,3300.03,2,100mN0E700,0
12_1,789.449325524283,15.108022448700552,3034.57,3,100mN0E700,0
12_2,789.449325524283,15.108022448700552,2683.97,2,100mN0E700,0
12_3,789.449325524283,15.108022448700552,3244.86,3,100mN0E700,0
12_5,789.449325524283,15.108022448700552,3195.6,2,100mN0E700,0
12_6,789.449325524283,15.108022448700552,3096.81,1,100mN0E700,0
12_7,789.449325524283,15.108022448700552,2637.36,3,100mN0E700,0
12_8,789.449325524283,15.108022448700552,3317.09,4,100mN0E700,0
12_9,789.449325524283,15.108022448700552,2922.81,2,100mN0E700,0
12_10,789.449325524283,15.108022448700552,2877.32,3,100mN0E700,0
13_0,1343.2757858123953,865.003448531645,4114.45,2,100mN800E1300,2
14_0,1265.0675185553537,1079.97881054764,4141.89,1,100mN1000E1200,2
14_1,1265.0675185553537,1079.97881054764,4503.44,2,100mN1000E1200,2
14_2,1265.0675185553537,1079.97881054764,3221.07,1,100mN1000E1200,2
14_3,1265.0675185553537,1079.97881054764,4483.12,2,100mN1000E1200,2
14_4,1265.0675185553537,1079.97881054764,5197.41,2,100mN1000E1200,2
14_5,1265.0675185553537,1079.97881054764,4886.04,2,100mN1000E1200,2
14_6,1265.0675185553537,1079.97881054764,4141.53,2,100mN1000E1200,2
14_7,1265.0675185553537,1079.97881054764,4607.79,2,100mN1000E1200,2
14_8,1265.0675185553537,1079.97881054764,3876.43,2,100mN1000E1200,2
14_9,1265.0675185553537,1079.97881054764,4324.67,2,100mN1000E1200,2
14_10,1265.0675185553537,1079.97881054764,4163.06,2,100mN1000E1200,2
14_11,1265.0675185553537,1079.97881054764,3613.98,1,100mN1000E1200,2
14_12,1265.0675185553537,1079.97881054764,4938.63,2,100mN1000E1200,2
14_13,1265.0675185553537,1079.97881054764,4820.3,2,100mN1000E1200,2
14_14,1265.0675185553537,1079.97881054764,4861.95,2,100mN1000E1200,2
14_15,1265.0675185553537,1079.97881054764,3951.39,2,100mN1000E1200,2
14_17,1265.0675185553537,1079.97881054764,4729.05,2,100mN1000E1200,2
14_18,1265.0675185553537,1079.97881054764,4339.18,2,100mN1000E1200,2
14_19,1265.0675185553537,1079.97881054764,6118.81,3,100mN1000E1200,2
14_20,1265.0675185553537,1079.97881054764,3284.66,1,100mN1000E1200,2
14_21,1265.0675185553537,1079.97881054764,4620.25,2,100mN1000E1200,2
14_22,1265.0675185553537,1079.97881054764,3830.42,1,100mN1000E1200,2
15_0,1043.948577977544,1296.090736969229,4725.92,2,100mN1200E1000,2
16_0,1189.097456169688,774.3813393916196,4556.16,2,100mN700E1100,2
16_1,1189.097456169688,774.3813393916196,4705.62,2,100mN700E1100,2
16_2,1189.097456169688,774.3813393916196,5083.76,3,100mN700E1100,2
16_3,1189.097456169688,774.3813393916196,3834.84,2,100mN700E1100,2
16_4,1189.097456169688,774.3813393916196,4745.27,2,100mN700E1100,2
16_5,1189.097456169688,774.3813393916196,4613.51,2,100mN700E1100,2
