ID,X,Y,income,size,Gitter_ID_100m,Cluster Nr.
0_0,2014.9493473030332,1067.8443510945856,4725.85,2,100mN1000E2000,2
0_1,2014.9493473030332,1067.8443510945856,5477.35,2,100mN1000E2000,2
0_3,2014.9493473030332,1067.8443510945856,4979.74,2,100mN1000E2000,2
0_5,2014.9493473030332,1067.8443510945856,4172.88,2,100mN1000E2000,2
0_6,2014.9493473030332,1067.8443510945856,4977.35,2,100mN1000E2000,2
0_7,2014.9493473030332,1067.8443510945856,4361.69,2,100mN1000E2000,2
0_8,2014.9493473030332,1067.8443510945856,4970.01,3,100mN1000E2000,2
0_9,2014.9493473030332,1067.8443510945856,4471.33,1,100mN1000E2000,2
0_10,2014.9493473030332,1067.8443510945856,4578.6,2,100mN1000E2000,2
0_11,2014.9493473030332,1067.8443510945856,3858.97,1,100mN1000E2000,2
0_12,2014.9493473030332,1067.8443510945856,4193.95,2,100mN1000E2000,2
1_0,-871.0771818965238,-2116.890849371417,3126.77,2,100mN-2200E-900,0
1_1,-871.0771818965238,-2116.890849371417,3507.37,3,100mN-2200E-900,0
1_2,-871.0771818965238,-2116.890849371417,2950.87,2,100mN-2200E-900,0
1_3,-871.0771818965238,-2116.890849371417,2881.56,2,100mN-2200E-900,0
1_4,-871.0771818965238,-2116.890849371417,3033.02,2,100mN-2200E-900,0
1_5,-871.0771818965238,-2116.890849371417,2826.05,1,100mN-2200E-900,0
1_7,-871.0771818965238,-2116.890849371417,3121.92,2,100mN-2200E-900,0
1_8,-871.0771818965238,-2116.890849371417,3014.91,2,100mN-2200E-900,0
1_9,-871.0771818965238,-2116.890849371417,2723.19,2,100mN-2200E-900,0
1_10,-871.0771818965238,-2116.890849371417,3068.14,2,100mN-2200E-900,0
1_11,-871.0771818965238,-2116.890849371417,3251.68,2,100mN-2200E-900,0
1_12,-871.0771818965238,-2116.890849371417,2495.23,1,100mN-2200E-900,0
1_13,-871.0771818965238,-2116.890849371417,2683.03,1,100mN-2200E-900,0
1_14,-871.0771818965238,-2116.890849371417,2816.41,2,100mN-2200E-900,0
1_15,-871.0771818965238,-2116.890849371417,2939.54,1,100mN-2200E-900,0
1_16,-871.0771818965238,-2116.890849371417,3616.51,4,100mN-2200E-900,0
1_17,-871.0771818965238,-2116.890849371417,3053.73,3,100mN-2200E-900,0
1_18,-871.0771818965238,-2116.890849371417,2772.65,2,100mN-2200E-900,0
1_19,-871.0771818965238,-2116.890849371417,3247.64,2,100mN-2200E-900,0
1_20,-871.0771818965238,-2116.890849371417,3193.77,1,100mN-2200E-900,0
1_21,-871.0771818965238,-2116.890849371417,3161.64,1,100mN-2200E-900,0
1_22,-871.0771818965238,-2116.890849371417,3407.83,2,100mN-2200E-900,0
1_23,-871.0771818965238,-2116.890849371417,3201.21,3,100mN-2200E-900,0
1_24,-871.0771818965238,-2116.890849371417,3065.35,2,100mN-2200E-900,0
1_25,-871.0771818965238,-2116.890849371417,3245.83,2,100mN-2200E-900,0
1_26,-871.0771818965238,-2116.890849371417,2828.58,2,100mN-2200E-900,0
1_27,-871.0771818965238,-2116.890849371417,2752.48,2,100mN-2200E-900,0
1_28,-871.0771818965238,-2116.890849371417,2907.76,4,100mN-2200E-900,0
1_29,-871.0771818965238,-2116.890849371417,3249.34,3,100mN-2200E-900,0
1_30,-871.0771818965238,-2116.890849371417,2826.14,1,100mN-2200E-900,0
1_31,-871.0771818965238,-2116.890849371417,2746.36,2,100mN-2200E-900,0
2_0,917.2384254442868,298.00052810220643,4906.92,2,100mN200E900,2
2_1,917.2384254442868,298.00052810220643,3874.41,2,100mN200E900,2
2_2,917.2384254442868,298.00052810220643,5086.26,3,100mN200E900,2
2_3,917.2384254442868,298.00052810220643,4517.23,2,100mN200E900,2
2_4,917.2384254442868,298.00052810220643,4044.69,2,100mN200E900,2
2_6,917.2384254442868,298.00052810220643,5066.62,3,100mN200E900,2
2_7,917.2384254442868,298.00052810220643,4922.16,2,100mN200E900,2
2_8,917.2384254442868,298.00052810220643,4185.91,1,100mN200E900,2
2_9,917.2384254442868,298.00052810220643,4088.2,1,100mN200E900,2
2_10,917.2384254442868,298.00052810220643,4660.44,2,100mN200E900,2
3_0,1518.1289536724753,1477.0236699283316,3952.2,1,100mN1400E1500,2
4_0,777.3323395884354,1238.9082712177646,3786.0,1,100mN1200E700,2
4_1,777.3323395884354,1238.9082712177646,5075.13,2,100mN1200E700,2
4_2,777.3323395884354,1238.9082712177646,3453.44,2,100mN1200E700,2
4_3,777.3323395884354,1238.9082712177646,4628.09,2,100mN1200E700,2
4_4,777.3323395884354,1238.9082712177646,4511.94,2,100mN1200E700,2
5_0,1092.74656156764,927.4930849173932,9341.78,4,100mN900E1000,1
5_1,1092.74656156764,927.4930849173932,10131.83,1,100mN900E1000,1
6_0,948.3343387437938,1212.804349754164,9734.56,3,100mN1200E900,1
6_1,948.3343387437938,1212.804349754164,8397.42,2,100mN1200E900,1
