ID,X,Y,income,size,Gitter_ID_100m,Cluster Nr.
0_0,1109.2295809225152,933.5598104073454,3478.58,1,100mN900E1100,2
0_1,1109.2295809225152,933.5598104073454,4506.49,2,100mN900E1100,2
1_0,458.8167197061445,179.29867536663266,2553.28,3,100mN100E400,0
1_1,458.8167197061445,179.29867536663266,3207.12,2,100mN100E400,0
1_2,458.8167197061445,179.29867536663266,3443.48,3,100mN100E400,0
1_3,458.8167197061445,179.29867536663266,3466.09,3,100mN100E400,0
1_4,458.8167197061445,179.29867536663266,2784.79,1,100mN100E400,0
1_5,458.8167197061445,179.29867536663266,2770.4,2,100mN100E400,0
1_6,458.8167197061445,179.29867536663266,3151.31,2,100mN100E400,0
1_7,458.8167197061445,179.29867536663266,3039.98,3,100mN100E400,0
1_8,458.8167197061445,179.29867536663266,2747.8,2,100mN100E400,0
1_9,458.8167197061445,179.29867536663266,2595.2,2,100mN100E400,0
1_10,458.8167197061445,179.29867536663266,2848.09,2,100mN100E400,0
1_11,458.8167197061445,179.29867536663266,3036.5,2,100mN100E400,0
1_12,458.8167197061445,179.29867536663266,3136.07,2,100mN100E400,0
1_13,458.8167197061445,179.29867536663266,2888.07,2,100mN100E400,0
2_0,1586.8149971472571,1106.6440035342373,3407.95,1,100mN1100E1500,2
2_1,1586.8149971472571,1106.6440035342373,4471.57,2,100mN1100E1500,2
2_2,1586.8149971472571,1106.6440035342373,4661.23,3,100mN1100E1500,2
2_3,1586.8149971472571,1106.6440035342373,4116.36,1,100mN1100E1500,2
3_0,1149.3902374073753,1226.7932827638388,3529.81,1,100mN1200E1100,2
3_1,1149.3902374073753,1226.7932827638388,5973.55,3,100mN1200E1100,2
3_2,1149.3902374073753,1226.7932827638388,4180.66,2,100mN1200E1100,2
3_3,1149.3902374073753,1226.7932827638388,3946.68,2,100mN1200E1100,2
3_4,1149.3902374073753,1226.7932827638388,4684.11,2,100mN1200E1100,2
3_5,1149.3902374073753,1226.7932827638388,3504.97,1,100mN1200E1100,2
3_6,1149.3902374073753,1226.7932827638388,4247.91,2,100mN1200E1100,2
3_7,1149.3902374073753,1226.7932827638388,5150.45,3,100mN1200E1100,2
3_8,1149.3902374073753,1226.7932827638388,3307.87,1,100mN1200E1100,2
3_9,1149.3902374073753,1226.7932827638388,4395.41,2,100mN1200E1100,2
3_10,1149.3902374073753,1226.7932827638388,4472.42,2,100mN1200E1100,2
3_11,1149.3902374073753,1226.7932827638388,4436.46,2,100mN1200E1100,2
3_12,1149.3902374073753,1226.7932827638388,4408.29,2,100mN1200E1100,2
3_13,1149.3902374073753,1226.7932827638388,3698.71,1,100mN1200E1100,2
3_14,1149.3902374073753,1226.7932827638388,5270.17,3,100mN1200E1100,2
4_0,1256.15225386725,1315.601497588495,3629.41,1,100mN1300E1200,2
4_1,1256.15225386725,1315.601497588495,4862.36,2,100mN1300E1200,2
4_2,1256.15225386725,1315.601497588495,4640.24,2,100mN1300E1200,2
4_3,1256.15225386725,1315.601497588495,4687.56,2,100mN1300E1200,2
4_4,1256.15225386725,1315.601497588495,5663.17,3,100mN1300E1200,2
4_5,1256.15225386725,1315.601497588495,3931.44,2,100mN1300E1200,2
4_6,1256.15225386725,1315.601497588495,4009.48,2,100mN1300E1200,2
4_7,1256.15225386725,1315.601497588495,5051.83,2,100mN1300E1200,2
4_8,1256.15225386725,1315.601497588495,4324.33,2,100mN1300E1200,2
4_9,1256.15225386725,1315.601497588495,4529.04,2,100mN1300E1200,2
4_10,1256.15225386725,1315.601497588495,4741.77,2,100mN1300E1200,2
4_11,1256.15225386725,1315.601497588495,5381.25,2,100mN1300E1200,2
4_12,1256.15225386725,1315.601497588495,5478.91,2,100mN1300E1200,2
4_13,1256.15225386725,1315.601497588495,3815.33,2,100mN1300E1200,2
4_14,1256.15225386725,1315.601497588495,4278.69,2,100mN1300E1200,2
4_15,1256.15225386725,1315.601497588495,4559.48,2,100mN1300E1200,2
4_16,1256.15225386725,1315.601497588495,4319.33,2,100mN1300E1200,2
4_17,1256.15225386725,1315.601497588495,5203.98,2,100mN1300E1200,2
5_0,1375.918090805038,1060.1001176170482,9188.92,3,100mN1000E1300,1
6_0,916.3318071284012,608.7942039888991,8975.85,1,100mN600E900,1
7_0,975.3962330454036,948.1890926488236,4507.57,2,100mN900E900,2
7_1,975.3962330454036,948.1890926488236,3982.61,2,100mN900E900,2
7_2,975.3962330454036,948.1890926488236,4542.03,2,100mN900E900,2
7_3,975.3962330454036,948.1890926488236,5093.29,3,100mN900E900,2
7_4,975.3962330454036,948.1890926488236,4582.18,2,100mN900E900,2
7_5,975.3962330454036,948.1890926488236,4387.35,2,100mN900E900,2
7_6,975.3962330454036,948.1890926488236,4548.18,2,100mN900E900,2
7_7,975.3962330454036,948.1890926488236,5271.17,3,100mN900E900,2
7_8,975.3962330454036,948.1890926488236,4227.35,2,100mN900E900,2
7_9,975.3962330454036,948.1890926488236,3979.93,1,100mN900E900,2
7_10,975.3962330454036,948.1890926488236,3325.72,1,100mN900E900,2
7_11,975.3962330454036,948.1890926488236,3898.87,2,100mN900E900,2
7_12,975.3962330454036,948.1890926488236,5528.84,3,100mN900E900,2
7_13,975.3962330454036,948.1890926488236,4444.13,3,100mN900E900,2
7_14,975.3962330454036,948.1890926488236,5119.57,2,100mN900E900,2
7_15,975.3962330454036,948.1890926488236,3825.09,1,100mN900E900,2
7_16,975.3962330454036,948.1890926488236,3643.94,2,100mN900E900,2
7_17,975.3962330454036,948.1890926488236,3800.46,1,100mN900E900,2
7_18,975.3962330454036,948.1890926488236,4330.61,2,100mN900E900,2
8_0,1173.643623075452,651.8642077598442,9883.17,3,100mN600E1100,1
8_1,1173.643623075452,651.8642077598442,9795.62,3,100mN600E1100,1
9_0,688.0703196368524,-354.34172534332305,2202.42,1,100mN-400E600,0
10_0,969.020972444118,972.4184871092582,5321.84,3,100mN900E900,2
10_1,969.020972444118,972.4184871092582,3626.87,1,100mN900E900,2
10_2,969.020972444118,972.4184871092582,3808.72,1,100mN900E900,2
10_3,969.020972444118,972.4184871092582,5146.68,2,100mN900E900,2
