ID,X,Y,income,size,Gitter_ID_100m,Cluster Nr.
0_0,1227.1168093566143,1056.5863628815157,4515.24,2,100mN1000E1200,2
0_1,1227.1168093566143,1056.5863628815157,3583.12,1,100mN1000E1200,2
0_2,1227.1168093566143,1056.5863628815157,4673.3,2,100mN1000E1200,2
1_0,740.991344111601,-185.32992537604488,2978.54,1,100mN-200E700,0
2_0,1135.2072297774696,1020.8458198312871,4987.1,2,100mN1000E1100,2
3_0,913.0694843025626,903.2481859347736,4905.7,2,100mN900E900,2
4_0,1455.8979754403726,1292.707161932655,4426.65,2,100mN1200E1400,2
4_1,1455.8979754403726,1292.707161932655,4869.34,2,100mN1200E1400,2
4_2,1455.8979754403726,1292.707161932655,4952.21,2,100mN1200E1400,2
4_3,1455.8979754403726,1292.707161932655,3193.22,1,100mN1200E1400,2
4_4,1455.8979754403726,1292.707161932655,4385.58,2,100mN1200E1400,2
4_5,1455.8979754403726,1292.707161932655,4221.34,2,100mN1200E1400,2
4_6,1455.8979754403726,1292.707161932655,5269.57,2,100mN1200E1400,2
4_7,1455.8979754403726,1292.707161932655,4576.84,2,100mN1200E1400,2
4_9,1455.8979754403726,1292.707161932655,4067.12,2,100mN1200E1400,2
4_10,1455.8979754403726,1292.707161932655,4288.4,1,100mN1200E1400,2
4_11,1455.8979754403726,1292.707161932655,4694.59,2,100mN1200E1400,2
4_12,1455.8979754403726,1292.707161932655,3837.23,2,100mN1200E1400,2
4_13,1455.8979754403726,1292.707161932655,4517.69,2,100mN1200E1400,2
4_14,1455.8979754403726,1292.707161932655,4127.65,2,100mN1200E1400,2
4_15,1455.8979754403726,1292.707161932655,3825.53,1,100mN1200E1400,2
4_16,1455.8979754403726,1292.707161932655,4045.39,2,100mN1200E1400,2
4_17,1455.8979754403726,1292.707161932655,4590.14,2,100mN1200E1400,2
4_18,1455.8979754403726,1292.707161932655,4568.5,2,100mN1200E1400,2
4_19,1455.8979754403726,1292.707161932655,4512.74,2,100mN1200E1400,2
5_0,1314.5324943851206,1055.767962312356,9049.0,3,100mN1000E1300,1
5_1,1314.5324943851206,1055.767962312356,9128.22,1,100mN1000E1300,1
6_0,1281.5510582398615,839.7522378052779,9767.54,6,100mN800E1200,1
6_1,1281.5510582398615,839.7522378052779,9367.96,3,100mN800E1200,1
7_0,1062.0323116064665,777.4089907866693,4266.99,2,100mN700E1000,2
7_1,1062.0323116064665,777.4089907866693,4816.99,2,100mN700E1000,2
7_2,1062.0323116064665,777.4089907866693,4784.6,2,100mN700E1000,2
7_3,1062.0323116064665,777.4089907866693,4343.12,2,100mN700E1000,2
7_4,1062.0323116064665,777.4089907866693,3771.79,1,100mN700E1000,2
7_5,1062.0323116064665,777.4089907866693,4418.84,2,100mN700E1000,2
7_6,1062.0323116064665,777.4089907866693,4482.93,2,100mN700E1000,2
7_7,1062.0323116064665,777.4089907866693,4993.48,2,100mN700E1000,2
7_8,1062.0323116064665,777.4089907866693,4526.1,2,100mN700E1000,2
7_9,1062.0323116064665,777.4089907866693,4717.79,2,100mN700E1000,2
8_0,1112.1683536069977,828.4672859722994,9156.05,3,100mN800E1100,1
8_1,1112.1683536069977,828.4672859722994,9986.93,5,100mN800E1100,1
8_2,1112.1683536069977,828.4672859722994,8201.32,3,100mN800E1100,1
9_0,299.6279248668422,-585.516785269002,2325.9,2,100mN-600E200,0
9_1,299.6279248668422,-585.516785269002,3606.1,2,100mN-600E200,0
9_2,299.6279248668422,-585.516785269002,2709.99,2,100mN-600E200,0
9_3,299.6279248668422,-585.516785269002,2893.79,2,100mN-600E200,0
9_4,299.6279248668422,-585.516785269002,3534.37,4,100mN-600E200,0
9_5,299.6279248668422,-585.516785269002,3080.99,2,100mN-600E200,0
9_6,299.6279248668422,-585.516785269002,3222.98,1,100mN-600E200,0
9_7,299.6279248668422,-585.516785269002,3134.34,2,100mN-600E200,0
9_8,299.6279248668422,-585.516785269002,3171.87,2,100mN-600E200,0
9_9,299.6279248668422,-585.516785269002,3112.93,3,100mN-600E200,0
9_10,299.6279248668422,-585.516785269002,3383.96,3,100mN-600E200,0
9_11,299.6279248668422,-585.516785269002,3102.28,3,100mN-600E200,0
9_12,299.6279248668422,-585.516785269002,2300.94,2,100mN-600E200,0
9_13,299.6279248668422,-585.516785269002,3137.43,2,100mN-600E200,0
9_14,299.6279248668422,-585.516785269002,3211.8,2,100mN-600E200,0
9_15,299.6279248668422,-585.516785269002,3097.63,2,100mN-600E200,0
9_16,299.6279248668422,-585.516785269002,3022.1,2,100mN-600E200,0
9_17,299.6279248668422,-585.516785269002,2589.97,1,100mN-600E200,0
9_18,299.6279248668422,-585.516785269002,3563.86,2,100mN-600E200,0
9_19,299.6279248668422,-585.516785269002,2796.03,1,100mN-600E200,0
9_20,299.6279248668422,-585.516785269002,3125.92,2,100mN-600E200,0
9_21,299.6279248668422,-585.516785269002,3047.77,2,100mN-600E200,0
9_22,299.6279248668422,-585.516785269002,3066.15,3,100mN-600E200,0
9_23,299.6279248668422,-585.516785269002,2819.59,2,100mN-600E200,0
9_24,299.6279248668422,-585.516785269002,3093.95,2,100mN-600E200,0
10_0,1615.0711887813852,1228.5965231086975,4774.41,2,100mN1200E1600,2
10_1,1615.0711887813852,1228.5965231086975,4419.95,2,100mN1200E1600,2
10_2,1615.0711887813852,1228.5965231086975,4971.19,2,100mN1200E1600,2
10_3,1615.0711887813852,1228.5965231086975,4785.43,2,100mN1200E1600,2
10_4,1615.0711887813852,1228.5965231086975,5108.46,2,100mN1200E1600,2
10_5,1615.0711887813852,1228.5965231086975,4352.59,2,100mN1200E1600,2
10_6,1615.0711887813852,1228.5965231086975,4291.63,2,100mN1200E1600,2
10_7,1615.0711887813852,1228.5965231086975,4988.73,2,100mN1200E1600,2
10_8,1615.0711887813852,1228.5965231086975,3966.8,2,100mN1200E1600,2
10_9,1615.0711887813852,1228.5965231086975,4560.5,2,100mN1200E1600,2
10_10,1615.0711887813852,1228.5965231086975,5147.34,2,100mN1200E1600,2
10_11,1615.0711887813852,1228.5965231086975,3362.14,1,100mN1200E1600,2
10_12,1615.0711887813852,1228.5965231086975,4830.23,2,100mN1200E1600,2
10_13,1615.0711887813852,1228.5965231086975,4088.1,2,100mN1200E1600,2
10_14,1615.0711887813852,1228.5965231086975,3957.52,2,100mN1200E1600,2
10_15,1615.0711887813852,1228.5965231086975,4733.09,2,100mN1200E1600,2
10_16,1615.0711887813852,1228.5965231086975,4406.57,2,100mN1200E1600,2
11_0,1735.613726932009,1407.5993473483577,2638.85,1,100mN1400E1700,3
11_1,1735.613726932009,1407.5993473483577,2809.86,2,100mN1400E1700,3
11_2,1735.613726932009,1407.5993473483577,2577.85,1,100mN1400E1700,3
11_3,1735.613726932009,1407.5993473483577,2732.98,2,100mN1400E1700,3
11_4,1735.613726932009,1407.5993473483577,2730.91,2,100mN1400E1700,3
11_5,1735.613726932009,1407.5993473483577,2232.91,1,100mN1400E1700,3
11_6,1735.613726932009,1407.5993473483577,2607.44,1,100mN1400E1700,3
11_7,1735.613726932009,1407.5993473483577,2694.92,2,100mN1400E1700,3
11_8,1735.613726932009,1407.5993473483577,2722.44,1,100mN1400E1700,3
11_9,1735.613726932009,1407.5993473483577,2818.03,2,100mN1400E1700,3
11_10,1735.613726932009,1407.5993473483577,2730.86,2,100mN1400E1700,3
11_11,1735.613726932009,1407.5993473483577,2411.41,1,100mN1400E1700,3
11_12,1735.613726932009,1407.5993473483577,2474.47,1,100mN1400E1700,3
11_13,1735.613726932009,1407.5993473483577,3077.68,2,100mN1400E1700,3
11_14,1735.613726932009,1407.5993473483577,2392.15,1,100mN1400E1700,3
11_15,1735.613726932009,1407.5993473483577,2706.35,1,100mN1400E1700,3
11_16,1735.613726932009,1407.5993473483577,2174.94,1,100mN1400E1700,3
11_17,1735.613726932009,1407.5993473483577,2299.51,1,100mN1400E1700,3
12_0,31.919689626492413,-477.2803812892821,3191.44,2,100mN-500E0,0
13_0,1079.4344881015531,1058.1068621432214,5004.03,2,100mN1000E1000,2
